Format,Metric,Year,Number of Records,Value (Actual)
DVD Audio,Value (Adjusted),2013-01-01,1,0.544116778
DVD Audio,Value (Adjusted),2014-01-01,1,2.310456232
DVD Audio,Value (Adjusted),2015-01-01,1,5.842187676
DVD Audio,Value (Adjusted),2016-01-01,1,3.020431045
DVD Audio,Value (Adjusted),2017-01-01,1,2.718901189
DVD Audio,Value (Adjusted),2018-01-01,1,3.377493968
DVD Audio,Value (Adjusted),2019-01-01,1,1.067303184
Download Album,Value (Adjusted),1973-01-01,1,29.266338245
Download Album,Value (Adjusted),1974-01-01,1,29.266338245
Download Album,Value (Adjusted),1975-01-01,1,29.266338245
Download Album,Value (Adjusted),1976-01-01,1,29.266338245
Download Album,Value (Adjusted),1977-01-01,1,29.266338245
Download Album,Value (Adjusted),1978-01-01,1,29.266338245
Download Album,Value (Adjusted),1979-01-01,1,29.266338245
Download Album,Value (Adjusted),1980-01-01,1,29.266338245
Download Album,Value (Adjusted),1981-01-01,1,29.266338245
Download Album,Value (Adjusted),1982-01-01,1,29.266338245
Download Album,Value (Adjusted),1983-01-01,1,29.266338245
Download Album,Value (Adjusted),1984-01-01,1,29.266338245
Download Album,Value (Adjusted),1985-01-01,1,29.266338245
Download Album,Value (Adjusted),1986-01-01,1,29.266338245
Download Album,Value (Adjusted),1987-01-01,1,29.266338245
Download Album,Value (Adjusted),1988-01-01,1,29.266338245
Download Album,Value (Adjusted),1989-01-01,1,29.266338245
Download Album,Value (Adjusted),1990-01-01,1,29.266338245
Download Album,Value (Adjusted),1991-01-01,1,29.266338245
Download Album,Value (Adjusted),1992-01-01,1,29.266338245
Download Album,Value (Adjusted),1993-01-01,1,29.266338245
Download Album,Value (Adjusted),1994-01-01,1,29.266338245
Download Album,Value (Adjusted),1995-01-01,1,29.266338245
Download Album,Value (Adjusted),1996-01-01,1,29.266338245
Download Album,Value (Adjusted),1997-01-01,1,29.266338245
Download Album,Value (Adjusted),1998-01-01,1,29.266338245
Download Album,Value (Adjusted),1999-01-01,1,29.266338245
Download Album,Value (Adjusted),2000-01-01,1,29.266338245
Download Album,Value (Adjusted),2001-01-01,1,29.266338245
Download Album,Value (Adjusted),2002-01-01,1,29.266338245
Download Album,Value (Adjusted),2003-01-01,1,29.266338245
Download Album,Value (Adjusted),2004-01-01,1,61.57963737
Download Album,Value (Adjusted),2005-01-01,1,177.6377619
Download Album,Value (Adjusted),2006-01-01,1,349.8797932
Download Album,Value (Adjusted),2007-01-01,1,613.4288075
Download Album,Value (Adjusted),2008-01-01,1,754.373567
Download Album,Value (Adjusted),2009-01-01,1,886.9589166
Download Album,Value (Adjusted),2010-01-01,1,29.266338245
Download Album,Value (Adjusted),2011-01-01,1,29.266338245
Download Album,Value (Adjusted),2012-01-01,1,29.266338245
Download Album,Value (Adjusted),2013-01-01,1,29.266338245
Download Album,Value (Adjusted),2014-01-01,1,29.266338245
Download Album,Value (Adjusted),2015-01-01,1,29.266338245
Download Album,Value (Adjusted),2016-01-01,1,925.232201
Download Album,Value (Adjusted),2017-01-01,1,697.2376182
Download Album,Value (Adjusted),2018-01-01,1,508.7043884
Download Album,Value (Adjusted),2019-01-01,1,394.5330062
Download Music Video,Value (Adjusted),1973-01-01,1,29.266338245
Download Music Video,Value (Adjusted),1974-01-01,1,29.266338245
Download Music Video,Value (Adjusted),1975-01-01,1,29.266338245
Download Music Video,Value (Adjusted),1976-01-01,1,29.266338245
Download Music Video,Value (Adjusted),1977-01-01,1,29.266338245
Download Music Video,Value (Adjusted),1978-01-01,1,29.266338245
Download Music Video,Value (Adjusted),1979-01-01,1,29.266338245
Download Music Video,Value (Adjusted),1980-01-01,1,29.266338245
Download Music Video,Value (Adjusted),1981-01-01,1,29.266338245
Download Music Video,Value (Adjusted),1982-01-01,1,29.266338245
Download Music Video,Value (Adjusted),1983-01-01,1,29.266338245
Download Music Video,Value (Adjusted),1984-01-01,1,29.266338245
Download Music Video,Value (Adjusted),1985-01-01,1,29.266338245
Download Music Video,Value (Adjusted),1986-01-01,1,29.266338245
Download Music Video,Value (Adjusted),1987-01-01,1,29.266338245
Download Music Video,Value (Adjusted),1988-01-01,1,29.266338245
Download Music Video,Value (Adjusted),1989-01-01,1,29.266338245
Download Music Video,Value (Adjusted),1990-01-01,1,29.266338245
Download Music Video,Value (Adjusted),1991-01-01,1,29.266338245
Download Music Video,Value (Adjusted),1992-01-01,1,29.266338245
Download Music Video,Value (Adjusted),1993-01-01,1,29.266338245
Download Music Video,Value (Adjusted),1994-01-01,1,29.266338245
Download Music Video,Value (Adjusted),1995-01-01,1,29.266338245
Download Music Video,Value (Adjusted),1996-01-01,1,29.266338245
Download Music Video,Value (Adjusted),1997-01-01,1,29.266338245
Download Music Video,Value (Adjusted),1998-01-01,1,29.266338245
Download Music Video,Value (Adjusted),1999-01-01,1,29.266338245
Download Music Video,Value (Adjusted),2000-01-01,1,29.266338245
Download Music Video,Value (Adjusted),2001-01-01,1,29.266338245
Download Music Video,Value (Adjusted),2002-01-01,1,29.266338245
Download Music Video,Value (Adjusted),2003-01-01,1,29.266338245
Download Music Video,Value (Adjusted),2004-01-01,1,29.266338245
Download Music Video,Value (Adjusted),2005-01-01,1,4.84347619
Download Music Video,Value (Adjusted),2006-01-01,1,24.98235566
Download Music Video,Value (Adjusted),2007-01-01,1,34.77823155
Download Music Video,Value (Adjusted),2008-01-01,1,49.04081272
Download Music Video,Value (Adjusted),2009-01-01,1,48.73924451
Download Music Video,Value (Adjusted),2010-01-01,1,42.91120721
Download Music Video,Value (Adjusted),2011-01-01,1,36.82459156
Download Music Video,Value (Adjusted),2012-01-01,1,23.20820694
Download Music Video,Value (Adjusted),2013-01-01,1,18.37207499
Download Music Video,Value (Adjusted),2014-01-01,1,14.6621972
Download Music Video,Value (Adjusted),2015-01-01,1,6.918875516
Download Music Video,Value (Adjusted),2016-01-01,1,4.547792467
Download Music Video,Value (Adjusted),2017-01-01,1,2.905533136
Download Music Video,Value (Adjusted),2018-01-01,1,2.261051168
Download Music Video,Value (Adjusted),2019-01-01,1,1.858910402
Download Single,Value (Adjusted),1973-01-01,1,29.266338245
Download Single,Value (Adjusted),1974-01-01,1,29.266338245
Download Single,Value (Adjusted),1975-01-01,1,29.266338245
Download Single,Value (Adjusted),1976-01-01,1,29.266338245
Download Single,Value (Adjusted),1977-01-01,1,29.266338245
Download Single,Value (Adjusted),1978-01-01,1,29.266338245
Download Single,Value (Adjusted),1979-01-01,1,29.266338245
Download Single,Value (Adjusted),1980-01-01,1,29.266338245
Download Single,Value (Adjusted),1981-01-01,1,29.266338245
Download Single,Value (Adjusted),1982-01-01,1,29.266338245
Download Single,Value (Adjusted),1983-01-01,1,29.266338245
Download Single,Value (Adjusted),1984-01-01,1,29.266338245
Download Single,Value (Adjusted),1985-01-01,1,29.266338245
Download Single,Value (Adjusted),1986-01-01,1,29.266338245
Download Single,Value (Adjusted),1987-01-01,1,29.266338245
Download Single,Value (Adjusted),1988-01-01,1,29.266338245
Download Single,Value (Adjusted),1989-01-01,1,29.266338245
Download Single,Value (Adjusted),1990-01-01,1,29.266338245
Download Single,Value (Adjusted),1991-01-01,1,29.266338245
Download Single,Value (Adjusted),1992-01-01,1,29.266338245
Download Single,Value (Adjusted),1993-01-01,1,29.266338245
Download Single,Value (Adjusted),1994-01-01,1,29.266338245
Download Single,Value (Adjusted),1995-01-01,1,29.266338245
Download Single,Value (Adjusted),1996-01-01,1,29.266338245
Download Single,Value (Adjusted),1997-01-01,1,29.266338245
Download Single,Value (Adjusted),1998-01-01,1,29.266338245
Download Single,Value (Adjusted),1999-01-01,1,29.266338245
Download Single,Value (Adjusted),2000-01-01,1,29.266338245
Download Single,Value (Adjusted),2001-01-01,1,29.266338245
Download Single,Value (Adjusted),2002-01-01,1,29.266338245
Download Single,Value (Adjusted),2003-01-01,1,29.266338245
Download Single,Value (Adjusted),2004-01-01,1,186.7690101
Download Single,Value (Adjusted),2005-01-01,1,475.577
Download Single,Value (Adjusted),2006-01-01,1,736.2820149
Download Single,Value (Adjusted),2007-01-01,1,29.266338245
Download Single,Value (Adjusted),2008-01-01,1,29.266338245
Download Single,Value (Adjusted),2009-01-01,1,29.266338245
Download Single,Value (Adjusted),2010-01-01,1,29.266338245
Download Single,Value (Adjusted),2011-01-01,1,29.266338245
Download Single,Value (Adjusted),2012-01-01,1,29.266338245
Download Single,Value (Adjusted),2013-01-01,1,29.266338245
Download Single,Value (Adjusted),2014-01-01,1,29.266338245
Download Single,Value (Adjusted),2015-01-01,1,29.266338245
Download Single,Value (Adjusted),2016-01-01,1,958.8791031
Download Single,Value (Adjusted),2017-01-01,1,707.6927112
Download Single,Value (Adjusted),2018-01-01,1,499.3169742
Download Single,Value (Adjusted),2019-01-01,1,414.804251
Kiosk,Value (Adjusted),1973-01-01,1,29.266338245
Kiosk,Value (Adjusted),1974-01-01,1,29.266338245
Kiosk,Value (Adjusted),1975-01-01,1,29.266338245
Kiosk,Value (Adjusted),1976-01-01,1,29.266338245
Kiosk,Value (Adjusted),1977-01-01,1,29.266338245
Kiosk,Value (Adjusted),1978-01-01,1,29.266338245
Kiosk,Value (Adjusted),1979-01-01,1,29.266338245
Kiosk,Value (Adjusted),1980-01-01,1,29.266338245
Kiosk,Value (Adjusted),1981-01-01,1,29.266338245
Kiosk,Value (Adjusted),1982-01-01,1,29.266338245
Kiosk,Value (Adjusted),1983-01-01,1,29.266338245
Kiosk,Value (Adjusted),1984-01-01,1,29.266338245
Kiosk,Value (Adjusted),1985-01-01,1,29.266338245
Kiosk,Value (Adjusted),1986-01-01,1,29.266338245
Kiosk,Value (Adjusted),1987-01-01,1,29.266338245
Kiosk,Value (Adjusted),1988-01-01,1,29.266338245
Kiosk,Value (Adjusted),1989-01-01,1,29.266338245
Kiosk,Value (Adjusted),1990-01-01,1,29.266338245
Kiosk,Value (Adjusted),1991-01-01,1,29.266338245
Kiosk,Value (Adjusted),1992-01-01,1,29.266338245
Kiosk,Value (Adjusted),1993-01-01,1,29.266338245
Kiosk,Value (Adjusted),1994-01-01,1,29.266338245
Kiosk,Value (Adjusted),1995-01-01,1,29.266338245
Kiosk,Value (Adjusted),1996-01-01,1,29.266338245
Kiosk,Value (Adjusted),1997-01-01,1,29.266338245
Kiosk,Value (Adjusted),1998-01-01,1,29.266338245
Kiosk,Value (Adjusted),1999-01-01,1,29.266338245
Kiosk,Value (Adjusted),2000-01-01,1,29.266338245
Kiosk,Value (Adjusted),2001-01-01,1,29.266338245
Kiosk,Value (Adjusted),2002-01-01,1,29.266338245
Kiosk,Value (Adjusted),2003-01-01,1,29.266338245
Kiosk,Value (Adjusted),2004-01-01,1,29.266338245
Kiosk,Value (Adjusted),2005-01-01,1,1.309047619
Kiosk,Value (Adjusted),2006-01-01,1,2.409465774
Kiosk,Value (Adjusted),2007-01-01,1,3.206503618
Kiosk,Value (Adjusted),2008-01-01,1,3.087315086
Kiosk,Value (Adjusted),2009-01-01,1,7.507511991
Kiosk,Value (Adjusted),2010-01-01,1,7.503599075
Kiosk,Value (Adjusted),2011-01-01,1,3.068715963
Kiosk,Value (Adjusted),2012-01-01,1,4.068866328
Kiosk,Value (Adjusted),2013-01-01,1,6.786152156
Kiosk,Value (Adjusted),2014-01-01,1,2.789051821
Kiosk,Value (Adjusted),2015-01-01,1,3.99147413
Kiosk,Value (Adjusted),2016-01-01,1,3.13587911
Kiosk,Value (Adjusted),2017-01-01,1,2.351668038
Kiosk,Value (Adjusted),2018-01-01,1,2.000651969
Kiosk,Value (Adjusted),2019-01-01,1,1.586470587
LP/EP,Value (Adjusted),1973-01-01,1,29.266338245
LP/EP,Value (Adjusted),1974-01-01,1,29.266338245
LP/EP,Value (Adjusted),1975-01-01,1,29.266338245
LP/EP,Value (Adjusted),1976-01-01,1,29.266338245
LP/EP,Value (Adjusted),1977-01-01,1,29.266338245
LP/EP,Value (Adjusted),1978-01-01,1,29.266338245
LP/EP,Value (Adjusted),1979-01-01,1,29.266338245
LP/EP,Value (Adjusted),1980-01-01,1,29.266338245
LP/EP,Value (Adjusted),1981-01-01,1,29.266338245
LP/EP,Value (Adjusted),1982-01-01,1,29.266338245
LP/EP,Value (Adjusted),1983-01-01,1,29.266338245
LP/EP,Value (Adjusted),1984-01-01,1,29.266338245
LP/EP,Value (Adjusted),1985-01-01,1,29.266338245
LP/EP,Value (Adjusted),1986-01-01,1,29.266338245
LP/EP,Value (Adjusted),1987-01-01,1,29.266338245
LP/EP,Value (Adjusted),1988-01-01,1,29.266338245
LP/EP,Value (Adjusted),1989-01-01,1,454.203525
LP/EP,Value (Adjusted),1990-01-01,1,169.1991622
LP/EP,Value (Adjusted),1991-01-01,1,55.18587225
LP/EP,Value (Adjusted),1992-01-01,1,24.59992516
LP/EP,Value (Adjusted),1993-01-01,1,18.75407751
LP/EP,Value (Adjusted),1994-01-01,1,30.7064413
LP/EP,Value (Adjusted),1995-01-01,1,42.10623819
LP/EP,Value (Adjusted),1996-01-01,1,59.96289101
LP/EP,Value (Adjusted),1997-01-01,1,53.04285421
LP/EP,Value (Adjusted),1998-01-01,1,53.32722699
LP/EP,Value (Adjusted),1999-01-01,1,48.79887515
LP/EP,Value (Adjusted),2000-01-01,1,41.12484843
LP/EP,Value (Adjusted),2001-01-01,1,39.5539345
LP/EP,Value (Adjusted),2002-01-01,1,29.13267649
LP/EP,Value (Adjusted),2003-01-01,1,30.15085272
LP/EP,Value (Adjusted),2004-01-01,1,26.12059344
LP/EP,Value (Adjusted),2005-01-01,1,18.58847619
LP/EP,Value (Adjusted),2006-01-01,1,19.90979613
LP/EP,Value (Adjusted),2007-01-01,1,28.24189725
LP/EP,Value (Adjusted),2008-01-01,1,67.32721746
LP/EP,Value (Adjusted),2009-01-01,1,76.02845477
LP/EP,Value (Adjusted),2010-01-01,1,104.2296809
LP/EP,Value (Adjusted),2011-01-01,1,135.7054393
LP/EP,Value (Adjusted),2012-01-01,1,178.9679822
LP/EP,Value (Adjusted),2013-01-01,1,231.2740702
LP/EP,Value (Adjusted),2014-01-01,1,263.3361791
LP/EP,Value (Adjusted),2015-01-01,1,359.5981629
LP/EP,Value (Adjusted),2016-01-01,1,378.607271
LP/EP,Value (Adjusted),2017-01-01,1,405.2120773
LP/EP,Value (Adjusted),2018-01-01,1,426.8201866
LP/EP,Value (Adjusted),2019-01-01,1,497.5889208
Limited Tier Paid Subscription,Value (Adjusted),1973-01-01,1,29.266338245
Limited Tier Paid Subscription,Value (Adjusted),1974-01-01,1,29.266338245
Limited Tier Paid Subscription,Value (Adjusted),1975-01-01,1,29.266338245
Limited Tier Paid Subscription,Value (Adjusted),1976-01-01,1,29.266338245
Limited Tier Paid Subscription,Value (Adjusted),1977-01-01,1,29.266338245
Limited Tier Paid Subscription,Value (Adjusted),1978-01-01,1,29.266338245
Limited Tier Paid Subscription,Value (Adjusted),1979-01-01,1,29.266338245
Limited Tier Paid Subscription,Value (Adjusted),1980-01-01,1,29.266338245
Limited Tier Paid Subscription,Value (Adjusted),1981-01-01,1,29.266338245
Limited Tier Paid Subscription,Value (Adjusted),1982-01-01,1,29.266338245
Limited Tier Paid Subscription,Value (Adjusted),1983-01-01,1,29.266338245
Limited Tier Paid Subscription,Value (Adjusted),1984-01-01,1,29.266338245
Limited Tier Paid Subscription,Value (Adjusted),1985-01-01,1,29.266338245
Limited Tier Paid Subscription,Value (Adjusted),1986-01-01,1,29.266338245
Limited Tier Paid Subscription,Value (Adjusted),1987-01-01,1,29.266338245
Limited Tier Paid Subscription,Value (Adjusted),1988-01-01,1,29.266338245
Limited Tier Paid Subscription,Value (Adjusted),1989-01-01,1,29.266338245
Limited Tier Paid Subscription,Value (Adjusted),1990-01-01,1,29.266338245
Limited Tier Paid Subscription,Value (Adjusted),1991-01-01,1,29.266338245
Limited Tier Paid Subscription,Value (Adjusted),1992-01-01,1,29.266338245
Limited Tier Paid Subscription,Value (Adjusted),1993-01-01,1,29.266338245
Limited Tier Paid Subscription,Value (Adjusted),1994-01-01,1,29.266338245
Limited Tier Paid Subscription,Value (Adjusted),1995-01-01,1,29.266338245
Limited Tier Paid Subscription,Value (Adjusted),1996-01-01,1,29.266338245
Limited Tier Paid Subscription,Value (Adjusted),1997-01-01,1,29.266338245
Limited Tier Paid Subscription,Value (Adjusted),1998-01-01,1,29.266338245
Limited Tier Paid Subscription,Value (Adjusted),1999-01-01,1,29.266338245
Limited Tier Paid Subscription,Value (Adjusted),2000-01-01,1,29.266338245
Limited Tier Paid Subscription,Value (Adjusted),2001-01-01,1,29.266338245
Limited Tier Paid Subscription,Value (Adjusted),2002-01-01,1,29.266338245
Limited Tier Paid Subscription,Value (Adjusted),2003-01-01,1,29.266338245
Limited Tier Paid Subscription,Value (Adjusted),2004-01-01,1,29.266338245
Limited Tier Paid Subscription,Value (Adjusted),2005-01-01,1,29.266338245
Limited Tier Paid Subscription,Value (Adjusted),2006-01-01,1,29.266338245
Limited Tier Paid Subscription,Value (Adjusted),2007-01-01,1,29.266338245
Limited Tier Paid Subscription,Value (Adjusted),2008-01-01,1,29.266338245
Limited Tier Paid Subscription,Value (Adjusted),2009-01-01,1,29.266338245
Limited Tier Paid Subscription,Value (Adjusted),2010-01-01,1,29.266338245
Limited Tier Paid Subscription,Value (Adjusted),2011-01-01,1,29.266338245
Limited Tier Paid Subscription,Value (Adjusted),2012-01-01,1,29.266338245
Limited Tier Paid Subscription,Value (Adjusted),2013-01-01,1,29.266338245
Limited Tier Paid Subscription,Value (Adjusted),2014-01-01,1,29.266338245
Limited Tier Paid Subscription,Value (Adjusted),2015-01-01,1,29.266338245
Limited Tier Paid Subscription,Value (Adjusted),2016-01-01,1,280.5366913
Limited Tier Paid Subscription,Value (Adjusted),2017-01-01,1,617.032318
Limited Tier Paid Subscription,Value (Adjusted),2018-01-01,1,760.591366
Limited Tier Paid Subscription,Value (Adjusted),2019-01-01,1,829.4987397
Music Video (Physical),Value (Adjusted),1973-01-01,1,29.266338245
Music Video (Physical),Value (Adjusted),1974-01-01,1,29.266338245
Music Video (Physical),Value (Adjusted),1975-01-01,1,29.266338245
Music Video (Physical),Value (Adjusted),1976-01-01,1,29.266338245
Music Video (Physical),Value (Adjusted),1977-01-01,1,29.266338245
Music Video (Physical),Value (Adjusted),1978-01-01,1,29.266338245
Music Video (Physical),Value (Adjusted),1979-01-01,1,29.266338245
Music Video (Physical),Value (Adjusted),1980-01-01,1,29.266338245
Music Video (Physical),Value (Adjusted),1981-01-01,1,29.266338245
Music Video (Physical),Value (Adjusted),1982-01-01,1,29.266338245
Music Video (Physical),Value (Adjusted),1983-01-01,1,29.266338245
Music Video (Physical),Value (Adjusted),1984-01-01,1,29.266338245
Music Video (Physical),Value (Adjusted),1985-01-01,1,29.266338245
Music Video (Physical),Value (Adjusted),1986-01-01,1,29.266338245
Music Video (Physical),Value (Adjusted),1987-01-01,1,29.266338245
Music Video (Physical),Value (Adjusted),1988-01-01,1,29.266338245
Music Video (Physical),Value (Adjusted),1989-01-01,1,237.92595
Music Video (Physical),Value (Adjusted),1990-01-01,1,337.0290826
Music Video (Physical),Value (Adjusted),1991-01-01,1,221.6820242
Music Video (Physical),Value (Adjusted),1992-01-01,1,286.8169052
Music Video (Physical),Value (Adjusted),1993-01-01,1,377.3815785
Music Video (Physical),Value (Adjusted),1994-01-01,1,398.6662126
Music Video (Physical),Value (Adjusted),1995-01-01,1,369.5619232
Music Video (Physical),Value (Adjusted),1996-01-01,1,384.7075698
Music Video (Physical),Value (Adjusted),1997-01-01,1,515.9333477
Music Video (Physical),Value (Adjusted),1998-01-01,1,796.7715092
Music Video (Physical),Value (Adjusted),1999-01-01,1,578.0671783
Music Video (Physical),Value (Adjusted),2000-01-01,1,418.523277
Music Video (Physical),Value (Adjusted),2001-01-01,1,475.2246437
Music Video (Physical),Value (Adjusted),2002-01-01,1,409.8470195
Music Video (Physical),Value (Adjusted),2003-01-01,1,555.6371429
Music Video (Physical),Value (Adjusted),2004-01-01,1,821.7836443
Music Video (Physical),Value (Adjusted),2005-01-01,1,788.3084762
Music Video (Physical),Value (Adjusted),2006-01-01,1,572.0579003
Music Video (Physical),Value (Adjusted),2007-01-01,1,598.0129247
Music Video (Physical),Value (Adjusted),2008-01-01,1,269.9025843
Music Video (Physical),Value (Adjusted),2009-01-01,1,249.7737323
Music Video (Physical),Value (Adjusted),2010-01-01,1,208.2248743
Music Video (Physical),Value (Adjusted),2011-01-01,1,171.6207816
Music Video (Physical),Value (Adjusted),2012-01-01,1,129.8513772
Music Video (Physical),Value (Adjusted),2013-01-01,1,116.6396724
Music Video (Physical),Value (Adjusted),2014-01-01,1,96.87525106
Music Video (Physical),Value (Adjusted),2015-01-01,1,75.97361449
Music Video (Physical),Value (Adjusted),2016-01-01,1,60.63464218
Music Video (Physical),Value (Adjusted),2017-01-01,1,40.27958535
Music Video (Physical),Value (Adjusted),2018-01-01,1,28.06066388
Music Video (Physical),Value (Adjusted),2019-01-01,1,27.70524678
On-Demand Streaming (Ad-Supported),Value (Adjusted),1973-01-01,1,29.266338245
On-Demand Streaming (Ad-Supported),Value (Adjusted),1974-01-01,1,29.266338245
On-Demand Streaming (Ad-Supported),Value (Adjusted),1975-01-01,1,29.266338245
On-Demand Streaming (Ad-Supported),Value (Adjusted),1976-01-01,1,29.266338245
On-Demand Streaming (Ad-Supported),Value (Adjusted),1977-01-01,1,29.266338245
On-Demand Streaming (Ad-Supported),Value (Adjusted),1978-01-01,1,29.266338245
On-Demand Streaming (Ad-Supported),Value (Adjusted),1979-01-01,1,29.266338245
On-Demand Streaming (Ad-Supported),Value (Adjusted),1980-01-01,1,29.266338245
On-Demand Streaming (Ad-Supported),Value (Adjusted),1981-01-01,1,29.266338245
On-Demand Streaming (Ad-Supported),Value (Adjusted),1982-01-01,1,29.266338245
On-Demand Streaming (Ad-Supported),Value (Adjusted),1983-01-01,1,29.266338245
On-Demand Streaming (Ad-Supported),Value (Adjusted),1984-01-01,1,29.266338245
On-Demand Streaming (Ad-Supported),Value (Adjusted),1985-01-01,1,29.266338245
On-Demand Streaming (Ad-Supported),Value (Adjusted),1986-01-01,1,29.266338245
On-Demand Streaming (Ad-Supported),Value (Adjusted),1987-01-01,1,29.266338245
On-Demand Streaming (Ad-Supported),Value (Adjusted),1988-01-01,1,29.266338245
On-Demand Streaming (Ad-Supported),Value (Adjusted),1989-01-01,1,29.266338245
On-Demand Streaming (Ad-Supported),Value (Adjusted),1990-01-01,1,29.266338245
On-Demand Streaming (Ad-Supported),Value (Adjusted),1991-01-01,1,29.266338245
On-Demand Streaming (Ad-Supported),Value (Adjusted),1992-01-01,1,29.266338245
On-Demand Streaming (Ad-Supported),Value (Adjusted),1993-01-01,1,29.266338245
On-Demand Streaming (Ad-Supported),Value (Adjusted),1994-01-01,1,29.266338245
On-Demand Streaming (Ad-Supported),Value (Adjusted),1995-01-01,1,29.266338245
On-Demand Streaming (Ad-Supported),Value (Adjusted),1996-01-01,1,29.266338245
On-Demand Streaming (Ad-Supported),Value (Adjusted),1997-01-01,1,29.266338245
On-Demand Streaming (Ad-Supported),Value (Adjusted),1998-01-01,1,29.266338245
On-Demand Streaming (Ad-Supported),Value (Adjusted),1999-01-01,1,29.266338245
On-Demand Streaming (Ad-Supported),Value (Adjusted),2000-01-01,1,29.266338245
On-Demand Streaming (Ad-Supported),Value (Adjusted),2001-01-01,1,29.266338245
On-Demand Streaming (Ad-Supported),Value (Adjusted),2002-01-01,1,29.266338245
On-Demand Streaming (Ad-Supported),Value (Adjusted),2003-01-01,1,29.266338245
On-Demand Streaming (Ad-Supported),Value (Adjusted),2004-01-01,1,29.266338245
On-Demand Streaming (Ad-Supported),Value (Adjusted),2005-01-01,1,29.266338245
On-Demand Streaming (Ad-Supported),Value (Adjusted),2006-01-01,1,29.266338245
On-Demand Streaming (Ad-Supported),Value (Adjusted),2007-01-01,1,29.266338245
On-Demand Streaming (Ad-Supported),Value (Adjusted),2008-01-01,1,29.266338245
On-Demand Streaming (Ad-Supported),Value (Adjusted),2009-01-01,1,29.266338245
On-Demand Streaming (Ad-Supported),Value (Adjusted),2010-01-01,1,29.266338245
On-Demand Streaming (Ad-Supported),Value (Adjusted),2011-01-01,1,129.340695
On-Demand Streaming (Ad-Supported),Value (Adjusted),2012-01-01,1,190.3396156
On-Demand Streaming (Ad-Supported),Value (Adjusted),2013-01-01,1,242.3960978
On-Demand Streaming (Ad-Supported),Value (Adjusted),2014-01-01,1,306.475448
On-Demand Streaming (Ad-Supported),Value (Adjusted),2015-01-01,1,401.2452641
On-Demand Streaming (Ad-Supported),Value (Adjusted),2016-01-01,1,521.288175
On-Demand Streaming (Ad-Supported),Value (Adjusted),2017-01-01,1,686.9180813
On-Demand Streaming (Ad-Supported),Value (Adjusted),2018-01-01,1,773.2949167
On-Demand Streaming (Ad-Supported),Value (Adjusted),2019-01-01,1,908.1493305
Other Ad-Supported Streaming,Value (Adjusted),1973-01-01,1,29.266338245
Other Ad-Supported Streaming,Value (Adjusted),1974-01-01,1,29.266338245
Other Ad-Supported Streaming,Value (Adjusted),1975-01-01,1,29.266338245
Other Ad-Supported Streaming,Value (Adjusted),1976-01-01,1,29.266338245
Other Ad-Supported Streaming,Value (Adjusted),1977-01-01,1,29.266338245
Other Ad-Supported Streaming,Value (Adjusted),1978-01-01,1,29.266338245
Other Ad-Supported Streaming,Value (Adjusted),1979-01-01,1,29.266338245
Other Ad-Supported Streaming,Value (Adjusted),1980-01-01,1,29.266338245
Other Ad-Supported Streaming,Value (Adjusted),1981-01-01,1,29.266338245
Other Ad-Supported Streaming,Value (Adjusted),1982-01-01,1,29.266338245
Other Ad-Supported Streaming,Value (Adjusted),1983-01-01,1,29.266338245
Other Ad-Supported Streaming,Value (Adjusted),1984-01-01,1,29.266338245
Other Ad-Supported Streaming,Value (Adjusted),1985-01-01,1,29.266338245
Other Ad-Supported Streaming,Value (Adjusted),1986-01-01,1,29.266338245
Other Ad-Supported Streaming,Value (Adjusted),1987-01-01,1,29.266338245
Other Ad-Supported Streaming,Value (Adjusted),1988-01-01,1,29.266338245
Other Ad-Supported Streaming,Value (Adjusted),1989-01-01,1,29.266338245
Other Ad-Supported Streaming,Value (Adjusted),1990-01-01,1,29.266338245
Other Ad-Supported Streaming,Value (Adjusted),1991-01-01,1,29.266338245
Other Ad-Supported Streaming,Value (Adjusted),1992-01-01,1,29.266338245
Other Ad-Supported Streaming,Value (Adjusted),1993-01-01,1,29.266338245
Other Ad-Supported Streaming,Value (Adjusted),1994-01-01,1,29.266338245
Other Ad-Supported Streaming,Value (Adjusted),1995-01-01,1,29.266338245
Other Ad-Supported Streaming,Value (Adjusted),1996-01-01,1,29.266338245
Other Ad-Supported Streaming,Value (Adjusted),1997-01-01,1,29.266338245
Other Ad-Supported Streaming,Value (Adjusted),1998-01-01,1,29.266338245
Other Ad-Supported Streaming,Value (Adjusted),1999-01-01,1,29.266338245
Other Ad-Supported Streaming,Value (Adjusted),2000-01-01,1,29.266338245
Other Ad-Supported Streaming,Value (Adjusted),2001-01-01,1,29.266338245
Other Ad-Supported Streaming,Value (Adjusted),2002-01-01,1,29.266338245
Other Ad-Supported Streaming,Value (Adjusted),2003-01-01,1,29.266338245
Other Ad-Supported Streaming,Value (Adjusted),2004-01-01,1,29.266338245
Other Ad-Supported Streaming,Value (Adjusted),2005-01-01,1,29.266338245
Other Ad-Supported Streaming,Value (Adjusted),2006-01-01,1,29.266338245
Other Ad-Supported Streaming,Value (Adjusted),2007-01-01,1,29.266338245
Other Ad-Supported Streaming,Value (Adjusted),2008-01-01,1,29.266338245
Other Ad-Supported Streaming,Value (Adjusted),2009-01-01,1,29.266338245
Other Ad-Supported Streaming,Value (Adjusted),2010-01-01,1,29.266338245
